Sample,Sub_Sample,Date_std,Lat,Lon,CP,TDN_based_ADF,B10__2DAP5x5_MED,B10__2DAP5x5_IQR,B10__BUF30m_MED,B10__BUF30m_IQR,valid_px_ratio__2DAP5x5,valid_px_ratio__BUF30m,SCL_clear_prop__2DAP5x5,SCL_cloud_prop__2DAP5x5,SCL_shadow_prop__2DAP5x5,SCL_veg_prop__2DAP5x5,SCL_clear_prop__BUF30m,SCL_cloud_prop__BUF30m,SCL_shadow_prop__BUF30m,SCL_veg_prop__BUF30m,n_scenes_used,win_days_used,min_abs_delta_day,tile_id,crs,processing_baseline,sun_zenith,sun_azimuth,cloud_cover_scene,source_s2,TEMP_MAX,TEMP_MIN,RAD_SOL,RAIN,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG,precip_sum_d5,precip_sum_d7,precip_sum_d10,tavg_mean_d5,tavg_mean_d7,tavg_mean_d10,tmax_mean_d5,tmax_mean_d7,tmax_mean_d10,tmin_mean_d5,tmin_mean_d7,tmin_mean_d10,rh_mean_d5,rh_mean_d7,rh_mean_d10,rainy_days_d5,rainy_days_d7,rainy_days_d10,insolation_h_d5,insolation_h_d7,insolation_h_d10,B1__2DAP5x5_MED,B1__2DAP5x5_IQR,B1__BUF30m_MED,B1__BUF30m_IQR,B2__2DAP5x5_MED,B2__2DAP5x5_IQR,B2__BUF30m_MED,B2__BUF30m_IQR,B3__2DAP5x5_MED,B3__2DAP5x5_IQR,B3__BUF30m_MED,B3__BUF30m_IQR,B4__2DAP5x5_MED,B4__2DAP5x5_IQR,B4__BUF30m_MED,B4__BUF30m_IQR,B5__2DAP5x5_MED,B5__2DAP5x5_IQR,B5__BUF30m_MED,B5__BUF30m_IQR,B6__2DAP5x5_MED,B6__2DAP5x5_IQR,B6__BUF30m_MED,B6__BUF30m_IQR,B7__2DAP5x5_MED,B7__2DAP5x5_IQR,B7__BUF30m_MED,B7__BUF30m_IQR,B8__2DAP5x5_MED,B8__2DAP5x5_IQR,B8__BUF30m_MED,B8__BUF30m_IQR,B8A__2DAP5x5_MED,B8A__2DAP5x5_IQR,B8A__BUF30m_MED,B8A__BUF30m_IQR,B9__2DAP5x5_MED,B9__2DAP5x5_IQR,B9__BUF30m_MED,B9__BUF30m_IQR,B11__2DAP5x5_MED,B11__2DAP5x5_IQR,B11__BUF30m_MED,B11__BUF30m_IQR,B12__2DAP5x5_MED,B12__2DAP5x5_IQR,B12__BUF30m_MED,B12__BUF30m_IQR,granule_id_x,download_url_x,granule_id_y,download_url_y,granule_id,download_url
36,1,2022-05-18,-20.446813,-54.83898767,5.561901205,51.09290674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,40.0,241.0,0.0,286.0,20.0,280.0,10.0,692.0,61.0,696.0,10.0,681.0,82.0,654.0,22.0,1337.0,51.0,1341.0,49.0,2418.0,185.0,2441.0,95.0,2682.0,213.0,2707.0,140.0,2630.0,252.0,2689.0,126.0,2846.0,212.0,2907.0,173.0,924.0,28.0,919.0,5.0,1939.0,115.0,1923.0,34.0,1197.0,169.0,1143.0,32.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
36,2,2022-05-18,-20.446813,-54.83898767,5.542502447,54.50627285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,40.0,241.0,0.0,286.0,20.0,280.0,10.0,692.0,61.0,696.0,10.0,681.0,82.0,654.0,22.0,1337.0,51.0,1341.0,49.0,2418.0,185.0,2441.0,95.0,2682.0,213.0,2707.0,140.0,2630.0,252.0,2689.0,126.0,2846.0,212.0,2907.0,173.0,924.0,28.0,919.0,5.0,1939.0,115.0,1923.0,34.0,1197.0,169.0,1143.0,32.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
37,1,2022-05-18,-20.446996,-54.83918867,2.685987956,51.26057131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,32.0,308.0,56.0,286.0,20.0,280.0,18.0,676.0,55.0,676.0,46.0,721.0,71.0,652.0,60.0,1313.0,71.0,1274.0,59.0,2326.0,180.0,2422.0,114.0,2568.0,220.0,2707.0,110.0,2546.0,230.0,2704.0,276.0,2735.0,239.0,2908.0,126.0,904.0,32.0,924.0,5.0,2002.0,169.0,1986.0,56.0,1262.0,162.0,1164.0,182.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
37,2,2022-05-18,-20.446996,-54.83918867,2.688668583,50.96179154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,32.0,308.0,56.0,286.0,20.0,280.0,18.0,676.0,55.0,676.0,46.0,721.0,71.0,652.0,60.0,1313.0,71.0,1274.0,59.0,2326.0,180.0,2422.0,114.0,2568.0,220.0,2707.0,110.0,2546.0,230.0,2704.0,276.0,2735.0,239.0,2908.0,126.0,904.0,32.0,924.0,5.0,2002.0,169.0,1986.0,56.0,1262.0,162.0,1164.0,182.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
38,1,2022-05-18,-20.446863,-54.83923167,2.593293788,46.73774633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,40.0,241.0,0.0,288.0,23.0,286.0,8.0,676.0,46.0,678.0,23.0,726.0,114.0,665.0,75.0,1334.0,63.0,1341.0,57.0,2327.0,199.0,2418.0,37.0,2618.0,241.0,2682.0,89.0,2578.0,230.0,2620.0,158.0,2749.0,267.0,2825.0,159.0,919.0,41.0,919.0,0.0,2007.0,192.0,1986.0,48.0,1288.0,189.0,1164.0,112.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
38,2,2022-05-18,-20.446863,-54.83923167,2.689111306,46.90717585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,40.0,241.0,0.0,288.0,23.0,286.0,8.0,676.0,46.0,678.0,23.0,726.0,114.0,665.0,75.0,1334.0,63.0,1341.0,57.0,2327.0,199.0,2418.0,37.0,2618.0,241.0,2682.0,89.0,2578.0,230.0,2620.0,158.0,2749.0,267.0,2825.0,159.0,919.0,41.0,919.0,0.0,2007.0,192.0,1986.0,48.0,1288.0,189.0,1164.0,112.0,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif,G2275176481-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022138T135121.v2.0/HLS.S30.T21KYT.2022138T135121.v2.0.B11.tif
39,1,2022-06-22,-20.44614667,-54.838631,4.708278463,49.44313569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,24.0,285.0,0.0,315.0,29.0,317.0,1.0,636.0,21.0,636.0,6.0,781.0,88.0,778.0,45.0,1145.0,59.0,1145.0,27.0,1920.0,170.0,1985.0,36.0,2212.0,169.0,2273.0,35.0,2145.0,156.0,2189.0,4.0,2431.0,149.0,2451.0,34.0,324.0,51.0,278.0,8.0,2235.0,160.0,2197.0,58.0,1383.0,143.0,1337.0,37.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
39,2,2022-06-22,-20.44614667,-54.838631,4.795468805,47.8413243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,24.0,285.0,0.0,315.0,29.0,317.0,1.0,636.0,21.0,636.0,6.0,781.0,88.0,778.0,45.0,1145.0,59.0,1145.0,27.0,1920.0,170.0,1985.0,36.0,2212.0,169.0,2273.0,35.0,2145.0,156.0,2189.0,4.0,2431.0,149.0,2451.0,34.0,324.0,51.0,278.0,8.0,2235.0,160.0,2197.0,58.0,1383.0,143.0,1337.0,37.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
40,1,2022-06-22,-20.44657867,-54.838848,5.360591292,51.22156003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,26.0,285.0,0.0,317.0,27.0,316.0,12.0,638.0,25.0,639.0,10.0,806.0,108.0,778.0,7.0,1151.0,43.0,1142.0,4.0,1956.0,185.0,1995.0,23.0,2245.0,201.0,2280.0,9.0,2157.0,182.0,2186.0,29.0,2431.0,168.0,2451.0,47.0,283.0,46.0,286.0,0.0,2224.0,111.0,2146.0,25.0,1371.0,159.0,1329.0,10.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
40,2,2022-06-22,-20.44657867,-54.838848,5.349896845,51.47087982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,26.0,285.0,0.0,317.0,27.0,316.0,12.0,638.0,25.0,639.0,10.0,806.0,108.0,778.0,7.0,1151.0,43.0,1142.0,4.0,1956.0,185.0,1995.0,23.0,2245.0,201.0,2280.0,9.0,2157.0,182.0,2186.0,29.0,2431.0,168.0,2451.0,47.0,283.0,46.0,286.0,0.0,2224.0,111.0,2146.0,25.0,1371.0,159.0,1329.0,10.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
41,1,2022-06-22,-20.44647667,-54.83916633,4.715676388,56.64865127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,20.0,268.0,0.0,316.0,18.0,305.0,2.0,639.0,20.0,638.0,3.0,806.0,63.0,778.0,9.0,1145.0,44.0,1145.0,17.0,1979.0,100.0,2008.0,28.0,2273.0,115.0,2280.0,54.0,2189.0,100.0,2203.0,27.0,2453.0,112.0,2453.0,36.0,295.0,41.0,324.0,0.0,2224.0,170.0,2146.0,45.0,1371.0,143.0,1329.0,24.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
41,2,2022-06-22,-20.44647667,-54.83916633,4.623732241,54.67441186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,20.0,268.0,0.0,316.0,18.0,305.0,2.0,639.0,20.0,638.0,3.0,806.0,63.0,778.0,9.0,1145.0,44.0,1145.0,17.0,1979.0,100.0,2008.0,28.0,2273.0,115.0,2280.0,54.0,2189.0,100.0,2203.0,27.0,2453.0,112.0,2453.0,36.0,295.0,41.0,324.0,0.0,2224.0,170.0,2146.0,45.0,1371.0,143.0,1329.0,24.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
42,1,2022-06-22,-20.44703067,-54.838801,5.088014662,47.81167332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,21.0,305.0,0.0,324.0,29.0,321.0,17.0,638.0,32.0,626.0,32.0,806.0,96.0,797.0,27.0,1145.0,42.0,1151.0,25.0,1909.0,220.0,1995.0,147.0,2158.0,252.0,2273.0,167.0,2067.0,255.0,2165.0,143.0,2338.0,251.0,2431.0,198.0,283.0,8.0,283.0,0.0,2184.0,101.0,2169.0,50.0,1423.0,168.0,1353.0,53.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
42,2,2022-06-22,-20.44703067,-54.838801,4.905219072,47.90197734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,21.0,305.0,0.0,324.0,29.0,321.0,17.0,638.0,32.0,626.0,32.0,806.0,96.0,797.0,27.0,1145.0,42.0,1151.0,25.0,1909.0,220.0,1995.0,147.0,2158.0,252.0,2273.0,167.0,2067.0,255.0,2165.0,143.0,2338.0,251.0,2431.0,198.0,283.0,8.0,283.0,0.0,2184.0,101.0,2169.0,50.0,1423.0,168.0,1353.0,53.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
43,1,2022-06-22,-20.44683167,-54.839217,2.354868882,53.90830402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,33.0,268.0,0.0,317.0,24.0,306.0,9.0,643.0,20.0,649.0,14.0,806.0,75.0,746.0,48.0,1145.0,42.0,1145.0,46.0,1975.0,111.0,2028.0,65.0,2273.0,129.0,2333.0,50.0,2186.0,86.0,2216.0,80.0,2451.0,116.0,2512.0,69.0,295.0,41.0,324.0,7.0,2197.0,214.0,2179.0,29.0,1427.0,170.0,1285.0,79.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
43,2,2022-06-22,-20.44683167,-54.839217,2.268784209,50.53189181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,33.0,268.0,0.0,317.0,24.0,306.0,9.0,643.0,20.0,649.0,14.0,806.0,75.0,746.0,48.0,1145.0,42.0,1145.0,46.0,1975.0,111.0,2028.0,65.0,2273.0,129.0,2333.0,50.0,2186.0,86.0,2216.0,80.0,2451.0,116.0,2512.0,69.0,295.0,41.0,324.0,7.0,2197.0,214.0,2179.0,29.0,1427.0,170.0,1285.0,79.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
44,1,2022-06-22,-20.446942,-54.839051,2.532049149,44.35558404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,20.0,339.0,34.0,322.0,29.0,322.0,6.0,641.0,32.0,665.0,35.0,806.0,66.0,746.0,58.0,1145.0,42.0,1116.0,52.0,1961.0,168.0,2057.0,124.0,2256.0,224.0,2391.0,187.0,2160.0,199.0,2303.0,289.0,2432.0,245.0,2566.0,218.0,286.0,41.0,281.0,2.0,2184.0,101.0,2189.0,94.0,1423.0,155.0,1302.0,84.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
44,2,2022-06-22,-20.446942,-54.839051,2.624597293,48.45501216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,20.0,339.0,34.0,322.0,29.0,322.0,6.0,641.0,32.0,665.0,35.0,806.0,66.0,746.0,58.0,1145.0,42.0,1116.0,52.0,1961.0,168.0,2057.0,124.0,2256.0,224.0,2391.0,187.0,2160.0,199.0,2303.0,289.0,2432.0,245.0,2566.0,218.0,286.0,41.0,281.0,2.0,2184.0,101.0,2189.0,94.0,1423.0,155.0,1302.0,84.0,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif,G2305043598-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022173T134709.v2.0/HLS.S30.T21KYT.2022173T134709.v2.0.B09.tif
45,1,2022-04-20,-20.446484,-54.83907833,5.786000154,58.7107711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,15.0,174.0,0.0,218.0,21.0,232.0,7.0,626.0,48.0,648.0,2.0,476.0,64.0,508.0,23.0,1117.0,79.0,1154.0,24.0,2743.0,225.0,2738.0,97.0,3167.0,283.0,3104.0,80.0,3017.0,287.0,2970.0,68.0,3303.0,326.0,3220.0,97.0,657.0,92.0,649.0,0.0,1817.0,67.0,1836.0,11.0,931.0,50.0,967.0,29.0,G2254003945-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022108T135121.v2.0/HLS.S30.T21KYT.2022108T135121.v2.0.B04.tif,G2254003945-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022108T135121.v2.0/HLS.S30.T21KYT.2022108T135121.v2.0.B04.tif,G2254003945-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022108T135121.v2.0/HLS.S30.T21KYT.2022108T135121.v2.0.B04.tif
